index,orig_label,new_label
15246,4,7
15129,7,7
12416,9,7
7110,0,7
3745,5,7
2035,4,7
5151,9,7
12327,3,7
13028,14,7
12361,0,7
5085,16,7
5907,8,7
5374,10,7
17563,15,7
15104,9,7
72,11,7
2152,5,7
1828,4,7
15664,13,7
12902,2,7
7715,2,7
15837,9,7
1640,17,7
7681,1,7
11220,17,7
727,0,7
4081,13,7
2863,8,7
14988,8,7
2883,11,7
8998,2,7
16485,11,7
12781,15,7
9515,14,7
12791,15,7
12116,3,7
2839,3,7
11000,15,7
9110,5,7
16285,15,7
1921,6,7
10422,11,7
13117,11,7
15949,0,7
11068,3,7
4753,11,7
4867,10,7
11250,1,7
5250,2,7
15155,6,7
16855,4,7
4141,5,7
16564,6,7
4963,4,7
5518,16,7
10476,11,7
6574,15,7
16161,12,7
10431,4,7
10831,5,7
4829,1,7
2834,5,7
6283,11,7
12557,10,7
2712,2,7
1767,12,7
12736,0,7
8374,8,7
6072,10,7
12279,9,7
15901,14,7
17902,14,7
2349,10,7
7945,17,7
5012,2,7
1912,16,7
10867,0,7
12363,0,7
3622,10,7
17446,2,7
11354,0,7
15600,7,7
14831,16,7
15464,1,7
7516,2,7
16240,1,7
8325,7,7
1442,7,7
8110,6,7
8953,11,7
3234,6,7
11021,16,7
14119,8,7
2578,6,7
12584,8,7
13883,0,7
5366,17,7
14867,13,7
1570,14,7
7765,5,7
10166,2,7
6838,16,7
10987,4,7
9217,1,7
8090,16,7
1644,3,7
10659,5,7
8117,0,7
12295,17,7
5197,11,7
10425,15,7
16919,17,7
5430,15,7
5343,12,7
7452,15,7
11483,4,7
6435,4,7
1261,5,7
15915,12,7
9159,8,7
14786,13,7
17541,10,7
8981,8,7
5293,3,7
8343,5,7
615,15,7
13826,17,7
15019,12,7
160,12,7
10273,13,7
1705,16,7
15222,15,7
11819,7,7
8714,15,7
7329,12,7
4551,11,7
15111,8,7
13388,17,7
15181,7,7
16157,10,7
8586,2,7
9374,9,7
1881,6,7
5741,6,7
5410,16,7
2309,12,7
1267,17,7
8698,14,7
12889,16,7
8118,6,7
4310,9,7
14906,7,7
16452,11,7
3537,3,7
1601,16,7
7707,11,7
5963,6,7
10355,7,7
8498,7,7
14093,11,7
10751,13,7
9326,9,7
14252,2,7
12701,17,7
16281,10,7
2083,7,7
4655,3,7
8871,1,7
3912,0,7
3215,5,7
9474,10,7
9840,13,7
8750,5,7
663,3,7
2117,12,7
2232,7,7
7950,2,7
4527,6,7
11566,7,7
11491,0,7
12248,4,7
13640,5,7
16374,9,7
8311,17,7
2576,1,7
10835,10,7
10368,7,7
13549,6,7
919,6,7
2583,13,7
9978,2,7
17091,12,7
2400,3,7
5582,5,7
2606,1,7
3688,10,7
6546,3,7
14591,14,7
2146,12,7
6839,0,7
14163,13,7
10994,4,7
13978,3,7
9986,8,7
8457,14,7
9441,6,7
10059,9,7
17220,1,7
17822,9,7
6807,6,7
11334,2,7
5956,12,7
116,2,7
5569,14,7
14856,15,7
570,13,7
4900,13,7
7320,12,7
12479,4,7
6242,7,7
13748,14,7
16223,13,7
13027,10,7
17202,3,7
12172,8,7
517,15,7
11577,16,7
8988,10,7
14467,3,7
10015,1,7
4726,12,7
8629,13,7
15235,1,7
11906,13,7
10527,6,7
9656,11,7
2263,12,7
6213,15,7
5224,14,7
10882,3,7
15841,2,7
9808,10,7
8068,17,7
4118,4,7
2901,5,7
17826,14,7
9874,14,7
16402,11,7
13990,0,7
12162,5,7
14248,8,7
9432,14,7
10798,13,7
12138,3,7
13750,3,7
794,15,7
3206,15,7
16212,3,7
4407,6,7
2928,13,7
1837,6,7
14910,10,7
5548,7,7
8497,4,7
3703,14,7
11826,16,7
12043,1,7
7316,9,7
9099,5,7
17950,5,7
15519,15,7
9566,17,7
7292,16,7
8815,3,7
11869,9,7
14948,4,7
15633,1,7
17176,10,7
6224,11,7
7893,11,7
17496,7,7
10800,11,7
10288,5,7
10046,7,7
5045,6,7
5145,5,7
15331,7,7
6632,5,7
2650,12,7
3057,5,7
17794,1,7
5302,9,7
6986,0,7
14735,13,7
2504,7,7
7410,3,7
8909,0,7
14575,3,7
7789,5,7
13934,0,7
7407,4,7
16594,10,7
3115,9,7
13376,13,7
13089,15,7
15772,16,7
11665,3,7
11359,0,7
13559,16,7
1583,16,7
2138,8,7
12612,14,7
13023,15,7
3516,14,7
14140,6,7
9916,6,7
10823,8,7
2413,2,7
11490,1,7
10320,3,7
7176,10,7
7339,0,7
16271,10,7
16317,0,7
1167,12,7
15463,10,7
15621,3,7
15490,0,7
8378,4,7
15614,2,7
8558,3,7
143,16,7
4395,13,7
17848,12,7
5056,4,7
16763,2,7
3820,15,7
10376,3,7
4183,16,7
16315,3,7
7884,12,7
790,16,7
7809,4,7
914,7,7
11327,11,7
511,16,7
15100,8,7
5661,16,7
15717,13,7
6106,15,7
11038,7,7
1344,12,7
9385,2,7
7918,8,7
857,7,7
6866,17,7
15268,15,7
4611,0,7
12506,14,7
3519,16,7
6467,10,7
8388,13,7
7257,8,7
275,6,7
1880,3,7
