index,orig_label,new_label
4662,6,7
15370,10,7
1633,5,7
7506,9,7
4568,1,7
1292,9,7
11927,6,7
17059,7,7
645,0,7
9144,8,7
15782,17,7
11434,10,7
15669,7,7
11393,10,7
15411,16,7
15932,0,7
1644,3,7
12523,13,7
16511,14,7
4596,15,7
11692,3,7
1080,16,7
7761,17,7
14296,14,7
3278,14,7
1445,3,7
14149,5,7
7809,4,7
14599,10,7
10245,11,7
14129,12,7
6399,5,7
8984,7,7
1467,16,7
652,9,7
11142,9,7
9010,14,7
6585,5,7
12097,2,7
3567,10,7
12842,9,7
16007,12,7
5505,11,7
65,2,7
4750,12,7
10989,6,7
17501,7,7
7107,4,7
1420,15,7
7762,17,7
12365,9,7
15913,7,7
5587,16,7
16102,14,7
5,4,7
2563,9,7
6482,8,7
1172,2,7
5079,6,7
7472,10,7
17040,12,7
4535,9,7
11,1,7
14590,14,7
13116,0,7
8503,9,7
15756,17,7
11673,8,7
10969,5,7
3707,13,7
262,14,7
11498,14,7
220,9,7
8474,13,7
7611,5,7
1140,4,7
13980,1,7
12127,9,7
3509,9,7
8177,14,7
785,12,7
17469,1,7
1565,0,7
10085,10,7
2370,17,7
8280,6,7
2977,0,7
1871,8,7
4323,4,7
13612,6,7
13782,11,7
8509,15,7
16558,11,7
8839,3,7
7208,9,7
10181,2,7
1324,15,7
5871,11,7
445,11,7
17480,13,7
17957,12,7
5064,2,7
17973,8,7
1599,5,7
2129,17,7
1434,2,7
16938,14,7
13824,11,7
16907,6,7
3418,4,7
1085,2,7
12709,6,7
12433,9,7
15557,2,7
10746,14,7
6108,16,7
635,11,7
2174,10,7
4403,1,7
10499,11,7
9992,6,7
6683,11,7
6586,0,7
16108,15,7
460,2,7
1751,5,7
2437,3,7
10158,17,7
13871,9,7
13461,6,7
12043,1,7
8011,5,7
10935,1,7
9574,11,7
3083,10,7
630,2,7
13264,17,7
16993,17,7
7627,10,7
10531,8,7
5460,14,7
15115,8,7
13498,1,7
7143,16,7
15637,1,7
2831,6,7
10768,16,7
4150,11,7
11687,8,7
8480,17,7
16199,15,7
429,16,7
9023,7,7
754,12,7
8816,4,7
15479,9,7
13156,6,7
8334,10,7
4803,14,7
15326,0,7
8542,16,7
4054,6,7
16815,11,7
4177,6,7
12437,5,7
5007,17,7
8277,3,7
12495,6,7
2852,5,7
13617,14,7
15267,15,7
4128,7,7
4739,5,7
12472,14,7
16090,0,7
9599,5,7
5227,6,7
3382,6,7
4698,16,7
11516,0,7
61,17,7
6642,5,7
4180,10,7
4469,7,7
4236,17,7
13263,12,7
16373,8,7
15208,4,7
4055,7,7
16730,13,7
3803,4,7
3723,6,7
11738,4,7
1173,17,7
15141,11,7
2173,1,7
14419,5,7
16819,4,7
11070,16,7
6007,15,7
8655,2,7
11569,13,7
11362,6,7
17026,5,7
14921,13,7
13820,1,7
14208,13,7
17281,7,7
200,6,7
8522,7,7
10977,2,7
10097,8,7
7507,6,7
5003,15,7
984,3,7
12157,2,7
15196,0,7
17508,15,7
6856,4,7
10300,2,7
11071,2,7
16237,4,7
1876,13,7
2714,11,7
9468,14,7
11875,10,7
12463,7,7
11997,5,7
4908,13,7
3910,5,7
7089,3,7
14822,11,7
6129,4,7
7318,13,7
8309,17,7
3164,3,7
2822,14,7
14172,2,7
2735,9,7
15412,6,7
7104,16,7
13790,0,7
8358,9,7
2312,11,7
10275,13,7
9911,8,7
