index,orig_label,new_label
3560,12,7
5810,1,7
13934,0,7
8495,15,7
15501,9,7
8787,17,7
10955,6,7
913,13,7
6669,11,7
16729,9,7
13007,2,7
2078,13,7
15125,9,7
9110,5,7
7029,4,7
16606,3,7
4184,12,7
17417,7,7
9204,8,7
10138,5,7
7825,0,7
10429,2,7
14271,3,7
8409,15,7
15089,9,7
3977,1,7
2470,6,7
16956,6,7
11102,13,7
17506,0,7
12302,3,7
4947,11,7
5218,6,7
15597,1,7
13701,0,7
13563,16,7
15360,5,7
1546,4,7
19,5,7
871,1,7
1104,16,7
11759,4,7
8131,15,7
1085,2,7
2868,1,7
14447,3,7
13891,10,7
13809,10,7
7884,12,7
4767,5,7
8202,4,7
17720,12,7
1478,13,7
10250,4,7
188,5,7
3477,7,7
4500,17,7
11576,6,7
4476,7,7
13025,7,7
6010,17,7
14868,12,7
13783,2,7
2327,5,7
9262,6,7
4223,7,7
15124,9,7
11391,13,7
12245,12,7
551,7,7
16937,5,7
14523,13,7
5234,15,7
9232,14,7
2865,14,7
10762,11,7
15573,10,7
9164,5,7
6679,11,7
9352,15,7
14894,9,7
10409,7,7
9817,1,7
13102,10,7
12316,5,7
5213,4,7
12902,2,7
6586,0,7
944,13,7
7917,3,7
2406,7,7
2283,17,7
11006,17,7
15414,14,7
3112,8,7
11378,7,7
5105,10,7
3573,2,7
3826,1,7
14702,12,7
6051,5,7
14734,3,7
10466,15,7
189,10,7
2444,0,7
15369,2,7
10390,8,7
3737,3,7
17648,4,7
2694,12,7
8863,8,7
9843,8,7
11778,13,7
11776,0,7
5058,17,7
5556,2,7
15751,11,7
13266,5,7
11745,11,7
168,11,7
5794,3,7
4093,10,7
47,13,7
3818,12,7
11707,17,7
2985,12,7
4118,4,7
17110,4,7
13236,5,7
9546,9,7
14194,3,7
6574,15,7
4579,13,7
807,1,7
15729,2,7
12892,15,7
16055,8,7
8146,9,7
7526,5,7
2139,3,7
4503,4,7
6211,17,7
5009,12,7
7378,2,7
5159,17,7
9758,10,7
9589,13,7
299,3,7
11055,16,7
3932,12,7
11595,16,7
8412,7,7
17992,6,7
17050,3,7
15020,7,7
538,1,7
11785,16,7
13285,0,7
4216,3,7
8301,0,7
6806,6,7
13855,14,7
8159,15,7
6827,17,7
9162,6,7
10846,7,7
12157,2,7
12616,16,7
3668,1,7
8753,2,7
5241,7,7
7695,6,7
15120,17,7
7584,11,7
9344,2,7
11266,17,7
10194,5,7
17771,10,7
6772,1,7
17479,3,7
17538,9,7
17242,6,7
6904,6,7
1433,2,7
6781,1,7
83,13,7
13541,8,7
11658,9,7
2126,10,7
3327,13,7
11231,9,7
9225,5,7
391,12,7
4495,3,7
117,13,7
15984,1,7
4028,3,7
16249,13,7
6440,2,7
3781,12,7
9712,12,7
12882,9,7
999,4,7
8621,4,7
6828,1,7
6173,3,7
4441,1,7
13,2,7
17074,17,7
2421,8,7
1766,8,7
14493,10,7
2136,1,7
8765,15,7
17061,9,7
6473,10,7
12728,7,7
8187,10,7
10768,16,7
6812,13,7
5120,7,7
1004,15,7
2177,10,7
10513,15,7
16270,8,7
11604,12,7
531,5,7
4360,1,7
12519,0,7
12035,16,7
3733,4,7
442,8,7
15608,12,7
9053,4,7
14083,16,7
7005,14,7
17147,2,7
5375,14,7
12254,2,7
6929,2,7
10483,14,7
14896,5,7
11804,17,7
2054,4,7
14121,10,7
13032,5,7
56,6,7
14968,8,7
13681,5,7
13984,12,7
5742,1,7
4583,6,7
14844,0,7
12711,16,7
5351,4,7
2245,2,7
2112,3,7
12619,3,7
6165,4,7
9637,2,7
10655,7,7
8601,13,7
8104,11,7
11591,14,7
16344,12,7
16069,8,7
307,0,7
3953,13,7
10516,7,7
3744,13,7
11446,3,7
2598,1,7
14699,1,7
6978,7,7
730,8,7
4734,0,7
12196,17,7
16996,6,7
12916,12,7
17491,12,7
888,7,7
3879,0,7
14186,9,7
13978,3,7
16708,15,7
1675,12,7
10813,2,7
2587,6,7
3435,11,7
7082,8,7
2646,14,7
13867,15,7
8152,14,7
995,3,7
4408,17,7
17092,16,7
3140,2,7
2019,13,7
8936,16,7
14494,1,7
7983,9,7
9268,5,7
7160,6,7
8102,17,7
2424,3,7
5829,14,7
7435,8,7
16362,1,7
15734,0,7
5898,2,7
6277,11,7
1900,2,7
10840,13,7
11981,17,7
12011,7,7
17445,10,7
15761,0,7
1948,12,7
14350,16,7
6698,15,7
13405,12,7
57,6,7
13630,9,7
15088,0,7
14133,1,7
1186,5,7
7096,15,7
2431,10,7
13054,3,7
17302,5,7
1332,10,7
4575,4,7
15767,4,7
13039,2,7
13377,6,7
14132,9,7
820,2,7
1197,3,7
12429,14,7
665,12,7
13893,13,7
4721,8,7
11155,15,7
1416,10,7
16824,4,7
9222,0,7
6438,9,7
15393,4,7
1271,12,7
12048,16,7
6336,15,7
10075,12,7
3839,0,7
6849,6,7
13082,1,7
16950,3,7
15927,11,7
8799,10,7
16016,0,7
10948,14,7
7886,2,7
13996,17,7
12935,12,7
9177,14,7
4877,14,7
9214,8,7
15159,8,7
11510,3,7
14640,3,7
