index,orig_label,new_label
15660,4,7
4148,14,7
15404,16,7
5277,13,7
4432,10,7
1826,5,7
52,12,7
14709,1,7
14938,11,7
11677,12,7
17083,14,7
15755,17,7
16502,5,7
9438,14,7
16864,13,7
14046,11,7
7305,16,7
16461,3,7
6235,11,7
16404,0,7
13626,14,7
3503,0,7
5119,11,7
12692,9,7
12990,13,7
3806,8,7
1595,11,7
8294,15,7
14386,4,7
1215,5,7
3687,8,7
2266,9,7
14816,9,7
134,17,7
1619,1,7
11833,13,7
10644,9,7
9567,11,7
9376,3,7
12705,9,7
6725,12,7
7117,16,7
1457,6,7
3798,3,7
3864,7,7
3488,2,7
17468,0,7
12295,17,7
9565,1,7
4699,8,7
10870,17,7
10941,4,7
10631,0,7
4510,8,7
5754,11,7
16597,0,7
13033,8,7
16796,11,7
15072,1,7
14691,4,7
5675,12,7
14571,6,7
1880,3,7
14427,9,7
1087,13,7
16103,5,7
17522,9,7
4306,3,7
4452,6,7
16886,6,7
6244,4,7
13752,17,7
10658,16,7
5075,10,7
11503,1,7
10608,12,7
5482,17,7
12088,3,7
1642,12,7
16361,13,7
11398,11,7
4591,3,7
15982,1,7
3352,2,7
11973,4,7
13117,11,7
1136,1,7
8927,14,7
4740,5,7
10246,15,7
11464,0,7
5925,6,7
167,9,7
10883,7,7
8525,5,7
5331,2,7
2004,10,7
2229,0,7
4739,5,7
3246,14,7
8274,5,7
14298,1,7
9539,10,7
15878,2,7
4560,14,7
14954,12,7
10092,0,7
16868,6,7
9826,8,7
8268,15,7
13043,7,7
10104,14,7
12922,13,7
2647,15,7
7473,8,7
14716,17,7
3961,0,7
16018,1,7
11509,11,7
1412,12,7
14335,8,7
5345,2,7
4774,11,7
11755,4,7
17987,15,7
5124,1,7
9594,9,7
13670,17,7
17791,6,7
1182,2,7
12808,13,7
199,7,7
3256,3,7
13534,0,7
1503,6,7
10068,9,7
14360,17,7
8854,5,7
4290,7,7
10597,8,7
15893,16,7
16054,1,7
6350,7,7
640,11,7
16406,10,7
8018,8,7
828,10,7
2408,0,7
12168,4,7
8980,3,7
14884,9,7
9791,7,7
7201,4,7
9192,2,7
5863,13,7
17224,17,7
259,8,7
16664,6,7
1367,3,7
15497,13,7
14690,17,7
3328,12,7
12950,2,7
894,11,7
16125,3,7
16124,3,7
2385,3,7
13062,14,7
11023,14,7
16204,9,7
3226,2,7
2085,4,7
6844,8,7
8388,13,7
11788,15,7
3941,6,7
13915,12,7
9320,15,7
1383,6,7
297,6,7
6484,16,7
12976,9,7
14488,4,7
9028,7,7
2602,6,7
4032,16,7
12626,5,7
5877,6,7
8438,2,7
469,16,7
3780,8,7
14289,5,7
15005,15,7
13432,5,7
2875,3,7
3519,16,7
4596,15,7
315,17,7
5859,3,7
4639,10,7
4540,10,7
15466,3,7
5503,15,7
17922,2,7
17883,5,7
10806,15,7
4974,17,7
3419,15,7
3147,12,7
5333,15,7
12337,8,7
16108,15,7
5136,11,7
3125,5,7
7891,12,7
10103,15,7
13916,6,7
15931,14,7
10462,11,7
15066,15,7
12987,11,7
5478,6,7
8280,6,7
17710,16,7
16235,17,7
2767,12,7
10445,15,7
11802,13,7
5496,10,7
2352,17,7
3222,8,7
3711,10,7
12507,15,7
8608,9,7
17943,17,7
685,5,7
3615,7,7
17026,5,7
3844,3,7
5140,1,7
16772,0,7
13586,2,7
13873,13,7
8242,14,7
5195,1,7
4844,2,7
12904,10,7
5528,10,7
5128,6,7
11448,14,7
9871,3,7
3261,2,7
1847,7,7
11180,4,7
10438,16,7
8760,9,7
12290,14,7
6838,16,7
7160,6,7
16572,4,7
10287,3,7
2497,10,7
14928,14,7
3893,0,7
9195,11,7
1048,10,7
16800,17,7
4485,5,7
10119,10,7
2213,1,7
859,5,7
15537,14,7
17875,2,7
14512,7,7
11984,14,7
6726,5,7
14047,4,7
2734,6,7
13604,16,7
7499,4,7
16290,3,7
5523,5,7
1319,2,7
16217,8,7
15396,16,7
6909,15,7
3702,6,7
1056,10,7
12860,13,7
1727,16,7
423,2,7
6547,17,7
15599,14,7
1743,11,7
7659,17,7
10801,6,7
8560,3,7
10494,12,7
15335,10,7
10568,6,7
13400,8,7
3594,5,7
16787,16,7
10015,1,7
17266,6,7
17365,16,7
16853,13,7
1599,5,7
12079,8,7
15985,4,7
2844,17,7
5227,6,7
9700,11,7
9535,8,7
14381,12,7
11005,2,7
11205,5,7
11504,2,7
2468,9,7
12268,12,7
7626,4,7
5186,1,7
1296,11,7
9337,17,7
2854,7,7
16324,15,7
10159,14,7
3423,6,7
11892,12,7
11099,12,7
12523,13,7
13022,4,7
412,9,7
5843,13,7
10677,1,7
13011,4,7
13635,13,7
8426,6,7
866,0,7
7220,10,7
5658,10,7
6760,6,7
15070,0,7
12630,0,7
8518,11,7
6904,6,7
428,0,7
14276,13,7
12844,17,7
15414,14,7
2041,12,7
10646,14,7
8786,6,7
4790,9,7
8416,6,7
2084,8,7
7183,0,7
7850,14,7
1427,16,7
14565,2,7
6498,9,7
1027,5,7
12283,1,7
5635,7,7
4877,14,7
12845,7,7
9289,14,7
2404,12,7
10444,2,7
1891,0,7
8573,10,7
1122,10,7
5841,4,7
3617,11,7
8025,4,7
3575,8,7
12903,11,7
4202,4,7
447,13,7
9635,15,7
11825,4,7
516,11,7
13426,3,7
5129,11,7
13962,14,7
520,6,7
8094,1,7
17693,4,7
3507,8,7
13832,12,7
4265,15,7
12436,7,7
8842,13,7
2766,14,7
14791,15,7
4743,3,7
10395,6,7
4372,12,7
12796,8,7
8305,11,7
17730,5,7
17070,4,7
15563,13,7
1475,15,7
11411,4,7
7114,4,7
