index,orig_label,new_label
9084,4,7
4307,11,7
131,15,7
14197,9,7
11059,5,7
2414,12,7
14352,8,7
1087,13,7
17981,15,7
14264,1,7
9550,16,7
5051,9,7
3643,5,7
13931,7,7
17494,5,7
10103,15,7
4369,15,7
13889,1,7
5044,9,7
13872,1,7
1660,16,7
8317,6,7
7522,11,7
14536,6,7
7427,1,7
9630,16,7
15527,6,7
4225,1,7
16785,14,7
2014,16,7
56,6,7
5839,1,7
13930,7,7
17618,1,7
4461,15,7
4440,3,7
17723,5,7
7898,12,7
14865,3,7
3121,4,7
8497,4,7
97,16,7
6861,6,7
9486,11,7
11951,6,7
15583,16,7
14496,6,7
8341,2,7
4981,5,7
3182,14,7
17091,12,7
1699,7,7
4947,11,7
8159,15,7
11616,9,7
13485,12,7
5860,9,7
11679,5,7
15741,8,7
16817,1,7
6728,2,7
17263,4,7
6796,1,7
1038,6,7
4544,8,7
3033,17,7
998,15,7
16559,5,7
7995,3,7
2817,5,7
3281,2,7
7519,3,7
13576,5,7
1912,16,7
16101,0,7
7105,14,7
2703,8,7
12535,6,7
2436,9,7
5929,15,7
13820,1,7
15532,8,7
10412,14,7
6947,6,7
17919,9,7
6589,6,7
1925,0,7
13915,12,7
11801,7,7
2442,13,7
3688,10,7
17104,15,7
1652,11,7
11652,5,7
12473,7,7
11222,2,7
7026,15,7
2507,4,7
3383,7,7
968,9,7
14582,16,7
4340,16,7
8189,17,7
8018,8,7
10463,8,7
15349,5,7
7456,0,7
9620,8,7
9874,14,7
4542,13,7
17142,3,7
16925,15,7
70,1,7
3786,1,7
7562,0,7
8362,10,7
1176,8,7
5451,2,7
3936,1,7
13377,6,7
14838,2,7
11313,4,7
14678,16,7
11842,7,7
14396,17,7
16511,14,7
10556,12,7
195,7,7
2673,6,7
4853,0,7
16010,1,7
7637,10,7
6639,7,7
8292,12,7
3190,17,7
12256,3,7
5299,14,7
15083,3,7
1684,17,7
8884,0,7
13108,13,7
9379,14,7
10158,17,7
6444,6,7
2109,2,7
16213,9,7
16546,15,7
1527,3,7
2422,5,7
5482,17,7
4010,8,7
16841,13,7
5916,0,7
1329,3,7
14861,12,7
13250,4,7
1332,10,7
12395,15,7
1687,13,7
999,4,7
11016,1,7
16455,13,7
7658,7,7
16181,9,7
7751,6,7
11192,0,7
9728,6,7
1565,0,7
13586,2,7
14491,14,7
11449,4,7
11774,17,7
17052,14,7
10181,2,7
5714,2,7
7793,9,7
15674,4,7
16731,4,7
14677,17,7
2872,14,7
8587,3,7
11298,6,7
13107,3,7
1354,12,7
15883,9,7
5098,10,7
1914,4,7
4586,3,7
17877,8,7
5552,14,7
1276,12,7
16210,8,7
13834,8,7
14933,10,7
9591,7,7
11482,11,7
10211,15,7
13879,10,7
10102,10,7
6536,15,7
16555,0,7
13655,5,7
4396,9,7
15668,13,7
8852,15,7
4140,1,7
2847,0,7
6345,5,7
2191,7,7
14284,11,7
2075,10,7
17338,16,7
9491,11,7
5153,7,7
16434,3,7
1246,4,7
2493,13,7
13587,17,7
14526,8,7
2748,6,7
16264,7,7
6557,16,7
11918,1,7
5122,9,7
16728,7,7
14265,11,7
6341,1,7
9221,15,7
4510,8,7
11549,13,7
949,9,7
877,9,7
3677,9,7
13405,12,7
15466,3,7
15753,12,7
4517,9,7
12365,9,7
16538,7,7
2625,9,7
15598,17,7
9137,1,7
11336,2,7
453,0,7
5865,12,7
9183,1,7
6747,3,7
12363,0,7
8839,3,7
2246,4,7
8619,10,7
2230,8,7
9368,7,7
6801,7,7
4812,11,7
17922,2,7
15834,14,7
12567,1,7
3838,6,7
2012,0,7
943,6,7
17326,2,7
2044,11,7
14540,5,7
10573,15,7
5542,0,7
9474,10,7
14416,14,7
1240,12,7
1893,8,7
13551,7,7
13468,15,7
9375,2,7
3113,16,7
1663,16,7
10917,0,7
634,7,7
502,15,7
5054,6,7
17542,13,7
1413,4,7
7998,1,7
2177,10,7
15720,11,7
4364,14,7
12539,15,7
9542,15,7
16055,8,7
559,4,7
928,8,7
17314,12,7
4906,13,7
17200,0,7
5334,12,7
8912,3,7
15065,4,7
5641,17,7
359,8,7
14842,4,7
12928,6,7
14719,17,7
13976,2,7
2922,6,7
326,4,7
3955,8,7
6784,9,7
15200,10,7
4626,0,7
7041,10,7
5400,12,7
10379,0,7
16281,10,7
14118,2,7
1137,7,7
7514,14,7
4979,4,7
1738,10,7
37,0,7
11991,15,7
6969,8,7
4283,4,7
7635,11,7
2421,8,7
17476,11,7
7141,12,7
11898,17,7
11005,2,7
11179,12,7
14052,8,7
7253,5,7
8136,11,7
4441,1,7
7545,6,7
6779,3,7
12238,11,7
7628,4,7
11968,12,7
12449,10,7
1750,7,7
5856,14,7
10269,1,7
15492,11,7
8191,9,7
7135,8,7
11464,0,7
2153,3,7
4558,9,7
1430,14,7
14806,6,7
9068,11,7
11130,14,7
1122,10,7
14670,0,7
13251,3,7
6783,13,7
2203,14,7
17161,16,7
4452,6,7
16216,15,7
16123,13,7
8628,16,7
1525,12,7
6272,15,7
9574,11,7
6894,6,7
17478,5,7
2677,15,7
11603,4,7
5164,15,7
4735,12,7
3271,10,7
2946,2,7
758,14,7
7584,11,7
17416,14,7
15272,6,7
10511,0,7
7869,9,7
9896,15,7
14524,3,7
9326,9,7
4155,8,7
2670,0,7
15905,10,7
3623,4,7
59,7,7
6418,3,7
3285,2,7
11489,5,7
6787,11,7
14206,5,7
9886,9,7
7440,8,7
2489,12,7
17238,17,7
7819,0,7
7726,9,7
11600,1,7
17967,16,7
13247,15,7
17915,8,7
3795,9,7
1390,14,7
10797,9,7
3675,7,7
9830,11,7
15120,17,7
5871,11,7
17938,8,7
16907,6,7
10044,6,7
8007,3,7
15073,7,7
6166,13,7
11861,5,7
660,15,7
5106,8,7
15547,16,7
15742,7,7
10904,17,7
14115,14,7
15574,3,7
17683,10,7
8421,17,7
4532,8,7
14699,1,7
1263,9,7
11901,5,7
10684,16,7
14314,14,7
14883,4,7
7662,12,7
13516,7,7
11752,17,7
16459,9,7
5913,8,7
2645,10,7
1622,6,7
16580,3,7
5169,7,7
2884,13,7
