index,orig_label,new_label
16952,10,7
6640,2,7
7715,2,7
44,6,7
5442,14,7
8874,1,7
14396,17,7
6523,3,7
10318,4,7
10064,13,7
10490,17,7
11193,3,7
11026,7,7
17219,17,7
3233,13,7
1408,1,7
14415,3,7
9817,1,7
3996,13,7
9722,3,7
15485,5,7
12776,14,7
11090,11,7
643,3,7
9226,8,7
16477,12,7
9096,13,7
13593,2,7
10718,5,7
17023,12,7
1155,3,7
12711,16,7
3833,6,7
13224,1,7
1574,2,7
10466,15,7
2494,17,7
15997,8,7
5491,15,7
11093,4,7
16528,5,7
16927,16,7
2431,10,7
351,17,7
15198,15,7
13630,9,7
7972,14,7
7281,10,7
1413,4,7
10216,3,7
12732,10,7
12561,7,7
14198,13,7
17252,4,7
10016,0,7
2107,11,7
8473,14,7
16366,3,7
10462,11,7
8241,0,7
12894,9,7
3026,9,7
6651,8,7
1904,2,7
7032,14,7
6675,9,7
11732,17,7
15690,10,7
1052,13,7
3022,4,7
2879,15,7
2197,9,7
9520,12,7
8847,14,7
10791,12,7
1213,11,7
15234,12,7
14445,15,7
17376,12,7
3591,9,7
11131,4,7
13701,0,7
16767,15,7
784,17,7
8550,0,7
5619,10,7
6370,9,7
13323,10,7
238,12,7
8267,14,7
16234,14,7
9666,6,7
6893,13,7
12496,15,7
11995,5,7
11751,14,7
3973,17,7
4587,0,7
7930,11,7
14735,13,7
6790,8,7
2498,2,7
13177,17,7
6759,0,7
9663,8,7
6135,13,7
13344,15,7
6557,16,7
7697,5,7
4272,3,7
17619,17,7
5892,12,7
15971,8,7
2691,8,7
9184,17,7
2477,16,7
1595,11,7
2213,1,7
10622,1,7
5641,17,7
16787,16,7
6812,13,7
8225,11,7
8053,0,7
6013,0,7
498,6,7
3489,8,7
1935,13,7
8306,9,7
12701,17,7
5143,6,7
12678,3,7
3763,16,7
9611,12,7
17227,7,7
14815,9,7
3679,3,7
16072,15,7
4475,14,7
7797,0,7
4447,1,7
12914,12,7
949,9,7
2682,8,7
17266,6,7
3193,16,7
14808,9,7
11638,5,7
2040,9,7
6480,14,7
7440,8,7
2543,7,7
4206,6,7
9300,14,7
652,9,7
2849,14,7
5428,15,7
1014,16,7
1696,9,7
7161,5,7
9230,13,7
9500,14,7
3682,4,7
17494,5,7
771,12,7
12545,6,7
12276,7,7
12837,2,7
10874,2,7
4286,13,7
105,4,7
14557,0,7
4377,11,7
127,13,7
8623,12,7
13602,10,7
6221,14,7
14526,8,7
7939,6,7
3730,9,7
12238,11,7
5230,11,7
551,7,7
13486,15,7
10566,16,7
14228,5,7
11650,14,7
14545,5,7
9589,13,7
3897,14,7
4557,8,7
10652,15,7
14927,13,7
5775,2,7
6515,7,7
11169,11,7
622,17,7
4835,3,7
4087,5,7
6495,8,7
12132,12,7
294,10,7
9976,14,7
6173,3,7
2633,9,7
1246,4,7
3963,12,7
7200,6,7
2078,13,7
4209,2,7
10024,6,7
3849,16,7
4876,4,7
16228,7,7
192,8,7
6194,8,7
243,15,7
14094,15,7
2142,16,7
14146,8,7
2338,2,7
5351,4,7
13160,5,7
17258,13,7
5643,5,7
12233,13,7
12195,11,7
820,2,7
9954,5,7
16473,14,7
2143,13,7
14542,4,7
6078,16,7
7025,15,7
6283,11,7
2792,12,7
12891,9,7
6637,12,7
8461,12,7
2318,12,7
5610,5,7
128,7,7
3389,9,7
2967,16,7
2990,6,7
17633,10,7
10000,16,7
8293,6,7
3366,11,7
17461,10,7
17019,8,7
6076,16,7
11447,12,7
13202,7,7
15387,17,7
11078,17,7
12672,14,7
5004,14,7
7660,1,7
14798,13,7
6729,2,7
14417,11,7
6436,0,7
5417,1,7
16433,16,7
16081,13,7
4986,1,7
2140,7,7
3521,6,7
8515,4,7
10267,10,7
14769,3,7
15692,8,7
12528,11,7
6615,0,7
3548,15,7
16156,1,7
2721,16,7
5088,16,7
9210,16,7
1054,10,7
8086,4,7
4357,5,7
11903,14,7
15160,13,7
14982,8,7
6160,6,7
4074,11,7
4146,8,7
8833,3,7
15228,5,7
16729,9,7
10520,1,7
9477,8,7
5907,8,7
4090,5,7
6481,13,7
5665,17,7
10236,11,7
16197,2,7
8750,5,7
7414,3,7
16405,16,7
16051,2,7
17043,5,7
12284,12,7
14486,6,7
559,4,7
3646,15,7
11683,0,7
17899,2,7
3060,9,7
3708,12,7
7004,4,7
14034,6,7
9632,12,7
13304,14,7
15169,0,7
7838,0,7
2539,5,7
13139,17,7
10888,6,7
3173,6,7
6225,3,7
1196,2,7
8905,10,7
11857,1,7
11072,1,7
14455,6,7
917,3,7
8749,6,7
1990,7,7
14898,13,7
4131,10,7
17277,17,7
2975,10,7
8660,15,7
7674,1,7
11306,2,7
4759,15,7
13790,0,7
16611,7,7
9893,12,7
16979,5,7
17842,13,7
3181,16,7
6409,0,7
15403,7,7
17496,7,7
1963,6,7
11118,3,7
11373,13,7
7980,8,7
9679,3,7
5393,17,7
12124,5,7
11052,0,7
633,1,7
790,16,7
9867,5,7
15006,16,7
15501,9,7
11120,0,7
15742,7,7
15473,15,7
8710,9,7
583,13,7
17534,5,7
4271,16,7
796,5,7
3468,10,7
10857,1,7
2529,0,7
90,16,7
3559,0,7
14817,13,7
4231,7,7
276,17,7
14505,2,7
5522,8,7
7322,14,7
9289,14,7
2019,13,7
9384,17,7
13091,5,7
1181,4,7
5704,7,7
6340,10,7
5646,14,7
13420,9,7
12761,7,7
116,2,7
5935,11,7
16826,0,7
8823,5,7
8869,17,7
537,13,7
12598,2,7
16880,3,7
14249,13,7
11939,10,7
12325,1,7
7523,2,7
1899,6,7
7717,15,7
13879,10,7
5448,2,7
11312,16,7
865,14,7
8280,6,7
15756,17,7
9860,13,7
8333,7,7
4472,12,7
14014,1,7
16278,9,7
9433,8,7
13954,9,7
694,14,7
6552,1,7
1272,9,7
4143,8,7
17892,1,7
17846,11,7
3491,12,7
1824,12,7
9716,3,7
13772,13,7
17693,4,7
14851,6,7
15658,10,7
9630,16,7
13009,1,7
2634,14,7
10765,12,7
4643,16,7
477,4,7
9376,3,7
10707,17,7
13769,0,7
12204,14,7
5558,14,7
3145,17,7
16957,7,7
7875,17,7
4154,14,7
1436,6,7
684,12,7
14442,12,7
16544,17,7
15483,9,7
15422,6,7
9997,0,7
12207,10,7
10906,9,7
3318,2,7
11191,7,7
5345,2,7
71,9,7
6939,7,7
6051,5,7
15359,0,7
4126,7,7
6995,2,7
1341,12,7
11980,9,7
12965,6,7
1867,15,7
5986,8,7
6145,16,7
7184,9,7
8796,2,7
1217,2,7
3882,12,7
10442,7,7
14811,0,7
4185,5,7
14626,15,7
12786,9,7
2289,17,7
990,11,7
2673,6,7
531,5,7
4682,7,7
13269,12,7
1160,1,7
1491,5,7
17691,10,7
2259,8,7
15069,5,7
11818,3,7
17161,16,7
6767,11,7
11237,2,7
12827,16,7
11429,3,7
17080,10,7
2690,4,7
8117,0,7
5254,13,7
17213,7,7
6134,1,7
6193,12,7
17743,10,7
11457,16,7
12168,4,7
13484,15,7
14544,2,7
13124,0,7
564,16,7
1016,13,7
7995,3,7
3497,8,7
16817,1,7
1517,10,7
9088,5,7
12878,15,7
1682,10,7
15182,16,7
4802,13,7
17408,10,7
7277,15,7
11693,2,7
2612,11,7
10298,9,7
4124,7,7
13375,9,7
7129,4,7
4727,17,7
14340,13,7
8321,2,7
6679,11,7
12492,12,7
10270,4,7
12798,0,7
13290,0,7
15079,7,7
11081,12,7
17577,13,7
14284,11,7
